final,name,open,started,succeeded,selfTestFail,errors,patterns,snippets,initialUrl,finalUrl
True,com_didomi.io,True,True,True,False,[],[],[],http://le10sport.com/,https://le10sport.com/
True,osano,True,True,True,False,[],[],[],http://leagueoflegends.com/,https://www.leagueoflegends.com/en-us/
True,Onetrust,True,True,True,False,[],"['/accept cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept Cookies', 'This website uses cookies']",http://leanplum.com/,https://www.leanplum.com/
True,Tealium,True,True,True,False,[],[],[],http://telekom.de/,https://www.telekom.de/start
True,Onetrust,True,True,True,False,[],[],[],http://telenet.be/,https://www2.telenet.be/residential/nl
True,Onetrust,True,True,True,False,[],"['/accept cookies/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['ACCEPT COOKIES', 'We use cookies', 'our websites, assist with navigation and your ability to provide feedback, and assist with our promotional and marketing efforts. Please read our Cookie Policy for a more detailed description and clic']",http://telerik.com/,https://www.telerik.com/
True,quantcast,True,True,True,False,[],[],[],http://telex.hu/,https://telex.hu/
False,,False,False,False,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi', '/we and our partners.*cookies/gi']","['our websites and deliver offers to you. The information collected through cookies will be processed in accordance with the TELUS Privacy Commitment and Cookies', 'cookies and similar technologies', 'We and our partners use cookies and similar technologies to improve your digital experience, personalize your content, remember your selections, gather aggregated data about the performance of our web']",http://telus.com/,https://www.telus.com/en
False,,False,False,False,False,[],"['/accept all/gi', '/reject all/gi', '/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept all', 'Reject all', 'our website. The Cookies collect information in a way that does not directly identify anyone. For more information about the Cookies we use and your options (including how to change your preferences),', 'cookies and other similar tracking technologies']",http://tencent.com/,https://www.tencent.com/en-us/
False,,False,False,False,False,[],"['/accept all/gi', '/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi', '/consent to.*cookies/gi']","['Accept all', 'By clicking the ‘Book a demo’ button, I hereby agree', 'By clicking the subscribe button, I hereby agree', 'we use cookies', 'Our website uses cookies', 'our website, e.g. remember if you gave consent to cookies', 'cookies and similar technologies', 'consent to cookies']",http://tenjin.com/,https://tenjin.com/
True,eu-cookie-compliance-banner,True,True,True,False,[],['/we (use|serve)( optional)? cookies/gi'],['We use cookies'],http://cityu.edu.hk/,https://www.cityu.edu.hk/
True,com_didomi.io,True,True,True,False,[],[],[],http://clara.es/,https://www.clara.es/
False,Onetrust,True,True,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['our site work. You can manage your preferences for optional cookies'],http://clarivate.com/,https://clarivate.com/
True,Onetrust,True,True,True,False,[],[],[],http://claro.com.br/,https://www.claro.com.br/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['Accept All', 'We use cookies']",http://clashofclans.com/,https://supercell.com/en/games/clashofclans/
False,,False,False,False,False,[],['/by clicking.*(accept|agree|allow)/gi'],"['by clicking the ""unsubscribe"" link in the footer of the newsletter you receive from us, or by contacting us at accounts@cleantechnica.com. We will treat your information with respect. For more informa']",http://cleantechnica.com/,https://cleantechnica.com/
True,Onetrust,True,True,True,False,[],[],[],http://click.ro/,https://click.ro/
False,,False,False,False,False,[],"['/accept all/gi', '/reject all/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept All', 'Reject All', 'We use cookies', 'our websites . Without these cookies, certain functionality may become unavailable.PerformanceThese technologies are used to enhance the performance and functionality of our websites but are non-essen', 'cookies and other technologies', 'Cookies and other technologies used for analytics help collect data that allows services to understand how you interact with a particular service. These insights allow services to both improve content']",http://clickcease.com/,https://www.clickcease.com/
False,,False,False,False,False,[],['/we (use|serve)( optional)? cookies/gi'],['We use cookies'],http://alz.org/,https://www.alz.org/
False,,False,False,False,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['This website uses cookies', 'cookies and other necessary technologies']",http://amateri.com/,https://www.amateri.com/en/
True,amazon.com,True,True,True,False,[],[],[],http://amazon.com.tr/,https://www.amazon.com.tr/
True,amazon.com,True,True,True,False,[],[],[],http://amazon.de/,https://www.amazon.de/
True,amazon.com,True,True,True,False,[],[],[],http://amazon.es/,https://www.amazon.es/
True,TrustArc-top,True,True,True,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept all', 'This site uses cookies', 'cookies and related technologies, as described in\xa0our\xa0privacy\xa0policy, for purposes that may include site operation, analytics, enhanced user experience, or advertising. You may choose to consent to ou']",http://amazon.eu/,https://www.aboutamazon.eu/
True,Cybotcookiebot,True,True,True,False,[],[],[],http://mohito.com/,https://www.mohito.com/special/store/
True,Onetrust,True,True,True,False,[],"['/accept cookies/gi', '/accept all/gi', '/by clicking.*(accept|agree|allow)/gi']","['Accept Cookies', 'Accept All', 'By clicking “Accept All Cookies”, you agree']",http://moloco.com/,https://www.moloco.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our website or transacting with us, you agree to this. To find out more, including which third-party cookies we place and how to manage cookies']",http://moma.org/,https://www.moma.org/
False,,False,False,False,False,[],"['/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi']","[""By clicking “Accept“, you agree to our website's cookie use as described in our Cookie Policy. You may choose which types of cookies to allow"", 'We use cookies', 'This website uses cookies', ""our website's cookie use as described in our Cookie Policy. You may choose which types of cookies""]",http://momentohq.com/,https://www.gomomento.com/
False,,False,False,False,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['Accept all', 'We use cookies']",http://monash.edu/,https://www.monash.edu/
False,,False,False,False,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['Accept all', 'We use cookies']",http://monday.com/,https://monday.com/
False,,False,False,False,False,[],['/by clicking.*(accept|agree|allow)/gi'],"['By clicking ""Continue"" I agree to receive newsletters and promotions from Money and its partners. I agree']",http://money.com/,https://money.com/
True,Complianz notice,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses cookies'],http://mongabay.com/,https://www.mongabay.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/reject all/gi', '/we (use|serve)( optional)? cookies/gi']","['Accept All', 'Reject All', 'We use cookies']",http://moodle.com/,https://moodle.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept All', 'Use of Cookies', 'This website uses first-party or third-party cookies to maintain the session, personalize the user experience, and obtain statistical browsing data. You can select ""Accept All Cookies"" or you can choo']",http://stylitics.com/,https://stylitics.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['Our website uses cookies'],http://sucuri.net/,https://sucuri.net/
False,com_didomi.io,True,True,False,False,[],[],[],http://sudouest.fr/,https://www.sudouest.fr/
False,Sourcepoint-frame,False,False,False,False,[],[],[],http://sueddeutsche.de/,https://www.sueddeutsche.de/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our site safe and secure is our top priority. As part of our site security measures, you may occasionally receive a captcha which helps us make sure there is no automated robot activity on the site. P']",http://summitracing.com/,https://www.summitracing.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi']","['Accept All', 'Reject All', 'By clicking “Accept All Cookies”, you agree']",http://sumologic.com/,https://www.sumologic.com/
False,,False,False,False,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/use of cookies/gi', '/consent to.*cookies/gi']","['Accept All', 'Reject All', 'By clicking ""Accept', 'We use cookies', 'use of cookies', 'consent to our use of cookies']",http://sundaysky.com/,https://sundaysky.com/
True,Sourcepoint-frame,True,True,True,False,[],[],[],http://finanzen.net/,https://www.finanzen.net/
False,Sourcepoint-frame,False,False,False,False,[],[],[],http://finn.no/,https://www.finn.no/
False,,False,False,False,False,[],['/by clicking.*(accept|agree|allow)/gi'],['By clicking on a match or otherwise using BrokerCheck® I agree'],http://finra.org/,https://www.finra.org/#/
True,Evidon,True,True,True,False,[],[],[],http://fireeye.com/,https://www.trellix.com/
True,TrustArc-top,True,True,True,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['This site uses cookies and other similar technologies for advertising purposes, and we may share such information with third parties. To opt-out of sharing information with third parties, select\xa0""Opt-', 'cookies and other similar technologies']",http://five9.com/,https://www.five9.com/
True,quantcast,True,True,True,False,[],[],[],http://flashback.org/,https://www.flashback.org/
True,Onetrust,True,True,True,False,[],[],[],http://flashscorekz.com/,https://www.flashscorekz.com/
True,cc_banner,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses cookies'],http://fluidplayer.com/,https://www.fluidplayer.com/
True,consentmanager.net,True,True,True,False,[],[],[],http://fsc.org/,https://fsc.org/en
True,Onetrust,True,True,True,False,[],"['/accept cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept Cookies', 'This website uses cookies']",http://aap.org/,https://www.aap.org/
True,Cookie Information Banner,True,True,True,False,[],[],[],http://aau.dk/,https://www.aau.dk/
False,,False,False,False,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept all', 'Our website uses cookies which are necessary for running the website and for providing the services you request. We would also like to set the following optional cookies']",http://abb.com/,https://global.abb/group/en
True,com_didomi.io,True,True,True,False,[],"['/cookies (and|or) .* technologies/gi', '/store and\\/or access information.*on a device/gi']","['cookies or similar technologies', 'Store and/or access information on a device']",http://abc.es/,https://www.abc.es/
True,Onetrust,True,True,True,False,[],[],[],http://abola.pt/,https://www.abola.pt/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our website, we recommend that you allow cookies']",http://about.me/,https://about.me/
False,,False,False,False,False,[],"['/accept all/gi', '/reject all/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['accept all', 'Accept all', 'reject all', 'Reject all', 'We use cookies', 'our site to work. To improve our site, we would like to use additional cookies to help us understand how visitors use it, measure traffic to our site from social media platforms and to personalise you']",http://aboutcookies.org/,https://www.aboutcookies.org/
True,com_didomi.io,True,True,True,False,[],"['/accept all/gi', '/cookies (and|or) .* technologies/gi']","['Accept all', 'cookies or similar technologies']",http://abtasty.com/,https://www.abtasty.com/
True,com_didomi.io,True,True,True,False,[],[],[],http://abv.bg/,https://www.abv.bg/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our website, you agree to our Privacy Policy and our cookies']",http://academy.com/,https://www.academy.com/
False,Onetrust,True,True,False,False,[],"['/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/we and our partners.*cookies/gi']","['use of cookies', 'our website performance, provide you with a customized user experience and analyze website traffic. By using this website you agree to our use of cookies', 'We and our partners use cookies to improve our website performance, provide you with a customized user experience and analyze website traffic. By using this website you agree to our use of cookies']",http://acast.com/,https://www.acast.com/
False,Onetrust,True,True,False,False,[],['/we (use|serve)( optional)? cookies/gi'],['we use cookies'],http://accenture.com/,https://www.accenture.com/us-en
True,Onetrust,True,True,True,False,[],['/accept all/gi'],"['Accept All', 'Accept all']",http://betfair.com/,https://www.betfair.com/
True,Onetrust,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses first and third-party cookies'],http://bethesda.net/,https://bethesda.net/en/dashboard
False,,False,False,False,False,[],"['/use of cookies/gi', '/consent to.*cookies/gi']","['use of cookies', 'consent to the use of cookies']",http://betking.com/,https://www.betking.com/
True,arzt-auskunft.de,True,True,True,False,[],[],[],http://betnacional.com/,https://betnacional.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept All', 'By clicking “Accept All Cookies”, you agree', 'We use cookies', 'use of cookies', 'our site, you accept the use of cookies']",http://betsson.com/,https://www.betsson.com/en
True,generic-cosmetic,True,True,True,False,[],[],[],http://betterhelp.com/,https://www.betterhelp.com/
False,,False,False,False,False,[],['/we (use|serve)( optional)? cookies/gi'],['We use cookies'],http://betway.co.za/,https://www.betway.co.za/
False,,False,False,False,False,[],['/we (use|serve)( optional)? cookies/gi'],['We use cookies'],http://betway.co.zm/,https://www.betway.co.zm/
True,com_didomi.io,True,True,True,False,[],"['/by clicking.*(accept|agree|allow)/gi', '/cookies (and|or) .* technologies/gi']","['by clicking on the «\xa0Accept & Close\xa0» button, «\xa0Continue without accept', 'cookies or similar technologies']",http://bfmtv.com/,https://www.bfmtv.com/
False,,False,False,False,False,[],"['/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['use of cookies', 'our website, you accept our use of cookies']",http://bible.com/,https://www.bible.com/
True,Onetrust,True,True,True,False,[],[],[],http://eredmenyek.com/,https://www.eredmenyek.com/
True,Cybotcookiebot,True,True,True,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept all', 'We use cookies', 'we use cookies', 'cookies and related technologies']",http://ericsson.com/,https://www.ericsson.com/en
False,,False,False,False,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['ACCEPT ALL', 'We use cookies']",http://esa.int/,https://www.esa.int/
True,Cybotcookiebot,True,True,True,False,[],"['/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/consent to.*cookies/gi']","['We use cookies', 'This website uses cookies', 'our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. You', 'consent to our cookies']",http://esputnik.com/,https://esputnik.com/uk
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept All', 'this site, you agree to the storing of cookies on your device to assist Esri in analyzing visitor behavior, improving your experience, and delivering tailored advertising on and off our sites. Manage ']",http://esri.com/,https://www.esri.com/en-us/home
False,,False,False,False,False,[],['/by clicking.*(accept|agree|allow)/gi'],"['By clicking ‘Sign Up,’ I acknowledge that I have read and agree']",http://hachettebookgroup.com/,https://www.hachettebookgroup.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our website and services, you expressly agree to the placement of our performance, functionality and advertising cookies']",http://hackaday.com/,https://hackaday.com/
True,TrustArc-top,True,True,True,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['This site uses cookies', 'cookies and related technologies, as described in our privacy policy, for purposes that may include site operation, analytics, enhanced user experience, or advertising. You may choose to consent to ou']",http://hackerone.com/,https://www.hackerone.com/
True,Complianz optin,True,True,True,False,[],"['/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['We use cookies', 'we use cookies', 'our website. Please read our cookie policy for more information about how we use cookies']",http://hackerrank.com/,https://www.hackerrank.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi']","['Accept All', 'This website uses cookies to give you the best possible experience when shopping or browsing. Many of these cookies']",http://halfords.com/,https://www.halfords.com/
False,,False,False,False,False,[],['/accept all/gi'],['accept all'],http://halloweencostumes.com/,https://www.halloweencostumes.com/
False,com_didomi.io,False,False,False,False,[],[],[],http://utorrent.com/,https://www.utorrent.com/
False,,False,False,False,False,[],"['/by continuing/gi', '/cookies (and|or) .* technologies/gi']","['by continuing', 'cookies and similar technologies']",http://utua.com.br/,https://utua.com.br/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website stores cookies on your computer. These cookies'],http://uvic.ca/,https://www.uvic.ca/
False,,False,False,False,False,[],"['/by continuing/gi', '/we (use|serve)( optional)? cookies/gi']","['By continuing', 'We use cookies']",http://uvm.edu/,https://www.uvm.edu/
False,cookie-law-info,True,True,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['This website uses cookies to improve your experience while you navigate through the website. Out of these cookies, the cookies']",http://uw.edu.pl/,https://www.uw.edu.pl/
True,Complianz notice,True,True,True,False,[],"['/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['use of cookies', 'our website experience. By using our website, you agree to our use of cookies']",http://uwa.edu.au/,https://www.uwa.edu.au/
True,eu-cookie-compliance-banner,True,True,True,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi', '/consent to.*cookies/gi']","['Accept all', 'We use cookies', 'consent to our cookies']",http://uwaterloo.ca/,https://uwaterloo.ca/
False,,False,False,False,False,[],"['/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/read more about.*cookies/gi']","['use of cookies', 'This Website uses cookies to make the website work, for traffic measurement and optimization of page content. By using our Website, you agree to the use of cookies for these purposes. You can read mor', 'read more about cookies']",http://sproutgigs.com/,https://sproutgigs.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/by clicking.*(accept|agree|allow)/gi']","['Accept All', 'By clicking “Accept All Cookies”, you agree']",http://tado.com/,https://www.tado.com/all-en
False,,False,False,False,False,[],"['/we (use|serve)( optional)? cookies/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['We use cookies', 'use of cookies', 'our website experience. To learn about our use of cookies and how you can manage your cookie settings, please see our Cookie Policy. By closing this message, you are consenting to our use of cookies']",http://taylorandfrancis.com/,https://taylorandfrancis.com/
True,usercentrics-api,True,True,True,False,[],[],[],http://augsburger-allgemeine.de/,https://www.augsburger-allgemeine.de/
True,consentmanager.net,True,True,True,False,[],[],[],http://derwesten.de/,https://www.derwesten.de/
True,hubspot,True,True,True,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/consent to.*cookies/gi']","['Accept all', 'We use cookies', 'our website and services to function properly. Other cookies are optional and help personalize your experience, including advertising and analytics. You can consent to all cookies, decline all optiona', 'consent to all cookies, decline all optional cookies, or manage optional cookies']",http://hubspot.net/,https://www.hubspot.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/such as cookies/gi']","['Accept All', 'such as cookies']",http://klclick.com/,https://www.klaviyo.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses cookies to provide better user experience and functionality. You can control and configure cookies in your web browser. Cookie\xa0Statement | How\xa0to Disable\xa0Cookies'],http://rit.edu/,https://www.rit.edu/
True,Tealium,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses third party advertising cookies to serve you relevant ads. You may opt-out from these third party ad cookies'],http://uber.com/,https://www.uber.com/
True,quantcast,True,True,True,False,[],[],[],http://pr0gramm.com/,https://pr0gramm.com/
False,,False,False,False,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi']","['accept all', 'Accept all', 'our website, keep everything secure and personalise your experience by tailoring content just for you. If you’re happy with this, you can ‘accept all cookies’, or to find out more, click ‘manage cooki']",http://premierinn.com/,https://www.premierinn.com/gb/en/home.html
False,,False,False,False,False,[],"['/by continuing/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/consent to.*cookies/gi']","['By continuing', 'use of cookies', 'this site you consent to the use of cookies', 'consent to the use of cookies']",http://presscustomizr.com/,https://presscustomizr.com/
True,axeptio,True,True,True,False,[],[],[],http://prestashop.com/,https://prestashop.com/
False,,False,False,False,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['ACCEPT ALL', 'We use cookies']",http://prettylittlething.com/,https://www.prettylittlething.com/
False,Complianz notice,False,False,False,False,[],[],[],http://prf.hn/,http://prf.hn/
False,,False,False,False,False,[],['/use of cookies/gi'],['use of cookies'],http://boy18tube.com/,https://www.boy18tube.com/
False,,False,False,False,False,[],['/use of cookies/gi'],['use of cookies'],http://boyfriendtv.com/,https://www.boyfriendtv.com/
False,,False,False,False,False,[],"['/by continuing/gi', '/we (use|serve)( optional)? cookies/gi']","['By continuing', 'We use cookies']",http://bpi.com.ph/,https://www.bpi.com.ph/
True,usercentrics-api,True,True,True,False,[],[],[],http://br.de/,https://www.br.de/index.html
False,,False,False,False,False,[],['/we (use|serve)( optional)? cookies/gi'],['We use cookies'],http://brainpop.com/,https://www.brainpop.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our site, while others are optional and used only with your consent. Cookies']",http://braze.com/,https://www.braze.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi']","['Accept All', 'Reject All', 'By clicking “Accept All Cookies”, you agree']",http://brevo.com/,https://www.brevo.com/
False,,False,False,False,False,[],"['/accept all/gi', '/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept all', 'our website and our brand if you opt in to all the categories. But it’s always your choice! By simply pressing “Just necessary,” we will not set any cookies other than the necessary cookies. We must s', 'cookies and similar technologies']",http://bricklink.com/,https://www.bricklink.com/v2/main.page
True,com_didomi.io,True,True,True,False,[],[],[],http://bricodepot.fr/,https://www.bricodepot.fr/
True,Moove,True,True,True,False,[],[],[],http://brid.tv/,https://target-video.com/
False,Onetrust,False,False,False,False,[],[],[],http://brides.com/,https://www.brides.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/cookies (and|or) .* technologies/gi']","['Accept All', 'accept all', 'Reject All', 'By clicking ""Accept All"" you will accept', 'We use cookies', 'cookies and similar technologies']",http://brightcloud.com/,https://www.brightcloud.com/
True,com_didomi.io,True,True,True,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi', '/we and our partners.*cookies/gi']","['this website. You can withdraw your consent or set your preferences at any time by clicking on ""Configuration"" or in our Cookies', 'cookies or similar technologies', 'we and our partners use cookies or similar technologies to store, access, and process personal data like your visit on this website. You can withdraw your consent or set your preferences at any time b']",http://huffingtonpost.es/,https://www.huffingtonpost.es/
False,,False,False,False,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi', '/we (use|serve)( optional)? cookies/gi', '/use of cookies/gi', '/consent to.*cookies/gi']","['Accept All', 'Reject All', 'By clicking ""Accept', 'We use cookies', 'use of cookies', 'consent to our use of cookies']",http://hugedomains.com/,https://www.hugedomains.com/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses cookies'],http://hungama.com/,https://www.hungama.com/
False,,False,False,False,False,[],"['/we (use|serve)( optional)? cookies/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['We use cookies', 'use of cookies', 'our site experience. By interacting with our website, you agree to our use of cookies']",http://neimanmarcus.com/,https://www.neimanmarcus.com/
True,quantcast,True,True,True,False,[],[],[],http://nemzetisport.hu/,https://www.nemzetisport.hu/
False,,False,False,False,False,[],"['/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi', '/consent to.*cookies/gi']","['use of Cookies', 'this site and our content available to you. Other Cookies enable us to analyse and measure audience and traffic to the site. Cookies are also used by us, advertisers, ad-tech providers and others to d', 'consent to the use of Cookies']",http://neopets.com/,https://www.neopets.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/reject all/gi', '/by clicking.*(accept|agree|allow)/gi', '/consent to.*cookies/gi']","['Accept all', 'Reject All', 'By clicking on the ""Accept all cookies"" button you consent to the usage of 1st and 3rd party cookies (or similar technologies) in order to enhance your overall web browsing experience, measure our aud', 'consent to the usage of 1st and 3rd party cookies']",http://nestle.com/,https://www.nestle.com/
True,hubspot,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website stores cookies on your computer. These cookies are used to collect information about how you interact with our website and allow us to remember you. We use this information in order to im'],http://netcraft.com/,https://www.netcraft.com/
True,Onetrust,True,True,True,False,[],"['/we (use|serve)( optional)? cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['We use cookies', 'our website. This includes cookies from third party social media websites and advertising cookies']",http://netfirms.com/,https://www.netfirms.com/
True,corona-in-zahlen.de,True,True,True,False,[],"['/(this|our) (web)?site.*cookies/gi', '/cookies (and|or) .* technologies/gi']","['This website collects internet or other electronic network activity and uses cookies', 'cookies and similar technologies']",http://netgear.com/,https://www.netgear.com/
False,cookie-law-info,True,True,False,False,[],[],[],http://skole.hr/,https://www.skole.hr/
True,Sourcepoint-frame,True,True,True,False,[],"['/accept all/gi', '/store and\\/or access information.*on a device/gi']","['Accept all', 'Store and/or access information on a device']",http://sky.com/,https://www.sky.com/
True,Sourcepoint-frame,True,True,True,False,[],[],[],http://sky.it/,https://www.sky.it/
True,Sourcepoint-frame,True,True,True,False,[],"['/accept all/gi', '/store and\\/or access information.*on a device/gi']","['Accept all', 'Store and/or access information on a device']",http://skysports.com/,https://www.skysports.com/
True,Complianz notice,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This site uses cookies'],http://slides.com/,https://slides.com/
True,Onetrust,True,True,True,False,[],"['/accept all/gi', '/by clicking.*(accept|agree|allow)/gi']","['Accept All', 'By clicking “Accept All Cookies”, you agree']",http://slidesgo.com/,https://slidesgo.com/
True,osano,True,True,True,False,[],"['/(this|our) (web)?site.*cookies/gi', '/such as cookies/gi']","['This website utilizes technologies such as cookies', 'such as cookies']",http://slideshare.net/,https://www.slideshare.net/
True,com_didomi.io,True,True,True,False,[],[],[],http://slobodnadalmacija.hr/,https://slobodnadalmacija.hr/
True,quantcast,True,True,True,False,[],[],[],http://slovenskenovice.si/,https://www.slovenskenovice.si/
True,generic-cosmetic,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses third party advertising cookies to serve you relevant ads. You may opt-out from these third party ad cookies'],http://ubereats.com/,https://www.ubereats.com/
False,,False,False,False,False,[],"['/by continuing/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['By continuing', 'use of cookies', 'this site, you accept the use of cookies by Ubisoft and its partners to offer advertising adapted to your interests, collect visit statistics and allow you to use the social network share buttons. To ']",http://ubi.com/,https://www.ubisoft.com/en-us/
False,,False,False,False,False,[],"['/by continuing/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['By continuing', 'use of cookies', 'this site, you accept the use of cookies by Ubisoft and its partners to offer advertising adapted to your interests, collect visit statistics and allow you to use the social network share buttons. To ']",http://ubisoft.com/,https://www.ubisoft.com/en-us/
False,,False,False,False,False,[],['/(this|our) (web)?site.*cookies/gi'],['This website uses cookies to make sure you get the best experience on our website. You can find more information under the Privacy Statement\xa0and our\xa0cookie notice. You are free to change your cookies'],http://ubs.com/,https://www.ubs.com/us/en.html
True,ubuntu.com,True,True,True,False,[],"['/accept all/gi', '/we (use|serve)( optional)? cookies/gi']","['Accept all', 'We use cookies']",http://ubuntu.com/,https://ubuntu.com/
True,eu-cookie-compliance-banner,True,True,True,False,[],"['/by continuing/gi', '/use of cookies/gi', '/(this|our) (web)?site.*cookies/gi']","['By continuing', 'use of cookies', ""This site uses cookies. By continuing, you're agreeing to the use of cookies""]",http://ucalgary.ca/,https://ucalgary.ca/
True,eu-cookie-compliance-banner,True,True,True,False,[],['/(this|our) (web)?site.*cookies/gi'],"['our website function; however, UCAR cookies do not collect personal information about you. When using our website, you may encounter embedded content, such as YouTube videos and other social media lin']",http://ucar.edu/,https://www.ucar.edu/
True,eu-cookie-compliance-banner,True,True,True,False,[],[],[],http://ucl.ac.uk/,https://www.ucl.ac.uk/
